tarefas,FIFO,RR,EDF,PRIORIDADE P, PRIORIDADE NP,SJF,UG,VF MED INTERVALO,VF MIN
493,2973.0073996673304,1287.8942882087968,3514.49992531662,3514.49992531662,3055.645454906037,1779.531708491378,3315.946327629861,1846.2330674626053,1848.7152680841803
189,1206.7489806551544,492.6996156256778,1393.3585925713578,1393.3585925713578,1186.5417458246802,716.9640349624435,1288.2459608573515,723.9241609003498,726.0054376150357
464,2760.4773530080365,1140.4608037074988,3084.4068472310755,3084.4068472310755,2631.8581723626216,1505.7175480085443,2853.686559291637,1558.4237058463377,1563.9831101086888
418,2462.686457356499,1064.7327262957842,2705.523084893954,2705.523084893954,2487.8701850066236,1428.4265402110327,2701.2457257152873,1478.941340501775,1483.4023570816873
10,26.787612159368383,16.385361495445892,30.757023014976333,30.757023014976333,27.234614054172862,16.47401825139857,29.685275913809317,13.081912878095494,13.081912878095494
28,193.85486618869544,70.80397785270075,203.46634783094024,203.46634783094024,195.61199570392253,120.55972695070913,212.0216418699427,97.62587028667754,99.96884792533328
135,874.4127809421864,363.18491923556627,892.3607553908516,892.3607553908516,871.4192857857888,499.2407912076909,945.619282446713,497.0219426123099,498.27438453989515
52,288.65397148209297,145.45325687861416,333.80443786014956,333.80443786014956,282.0656778642118,169.97486619305167,305.229882581745,157.06685187792317,158.19893760249775
129,727.1110461164291,319.6869315636279,794.7142849896419,794.7142849896419,717.8969934982663,424.259024884462,779.9966184297863,420.84569703720155,422.49570732264357
254,1479.8747238868402,657.7795958320154,1696.1454670955172,1696.1454670955172,1553.9716555581763,905.6376528994267,1691.2365709884025,925.6453482183665,927.6499016744681
318,1803.5568400756035,766.1326611712777,2044.373552978109,2044.373552978109,1785.473796827811,995.0937889868047,1936.590108624675,1019.8864014888777,1022.9349653478869
5,19.86899172652955,7.593650069383952,27.153924676377464,27.153924676377464,17.984840758142717,8.51449922069807,19.304840758142717,7.2392652159830675,7.2392652159830675
19,66.76071613724385,31.862766920121167,70.38364974224079,70.38364974224079,74.44359667130635,37.883369911965396,80.80483988180686,30.184496603749984,30.184496603749984
409,2500.4170513624804,1030.1188490559516,2910.2362653946648,2910.2362653946648,2530.022412874131,1431.046016906509,2751.5508774333175,1478.40997932939,1481.2130857183604
398,2381.486095341613,1008.606351431982,2736.858401442999,2736.858401442999,2435.480147882784,1342.9755716465086,2634.875753754286,1387.8983467417888,1390.4333358871427
378,2373.3349238798614,1020.1352921886262,2594.077895647155,2594.077895647155,2380.6465664598963,1366.2998504354853,2579.7734852491094,1416.5960333834605,1420.199169720216
208,1272.709386264406,513.6052252415627,1392.0837472909955,1392.0837472909955,1254.9920150769394,714.3686858485175,1364.8448738634359,719.6451415867826,722.7596853530364
205,1217.6694816420309,563.9703117896522,1378.5623825061982,1378.5623825061982,1164.6260718298017,699.5026696860012,1265.6928877096434,709.8579119424423,712.1563765031556
147,892.4469560729879,410.1683493980315,1004.7220316808308,1004.7220316808308,900.7011167495539,575.4414289546213,977.5261766736768,583.5849628844394,583.7174961034012
203,1144.66128523594,499.17513498560334,1363.2562966684302,1363.2562966684302,1196.3897656415081,679.0245598131748,1302.21561496007,685.8839616424049,686.6726412271913
411,2591.9507072842794,1111.1136979936239,2988.9306327224513,2988.9306327224513,2365.497680035378,1523.534925689737,2561.2508585152846,1585.290497733293,1590.412184615704
413,2497.2498984765625,1076.5847271202565,2969.237062718,2969.237062718,2592.1591902289565,1474.5769454087103,2810.8202269269473,1530.5744595593428,1532.2588985149685
358,2098.792817106052,904.3135784794592,2406.811260412416,2406.811260412416,2062.5311496366553,1206.61997511386,2235.1998379541246,1244.3866153303425,1248.0813092336116
42,205.33932816055807,99.82455229013524,270.9212232563878,270.9212232563878,225.08910705288756,136.68540755821698,247.32189086946008,120.6691076150033,120.76169788654495
160,941.1747713015557,415.58464927389684,1030.340376200395,1030.340376200395,866.9983001528793,558.8309993514006,943.981110653569,561.2081243146796,563.8523277931889
4,20.473489166027257,9.635269408999296,26.7018649558324,26.7018649558324,24.815621417894114,13.836153653908696,26.915621417894112,9.89553881799859,9.89553881799859
94,521.0052096305105,239.8276802696018,657.7684484817896,657.7684484817896,514.5670194376172,322.5641923518938,560.9072845598837,311.8471083563193,313.0233118869491
95,640.9045061369864,250.26707072739725,696.9745412295539,696.9745412295539,612.040738165706,363.7351227943214,663.0172847883908,354.2102924893935,356.7750685556708
385,2234.7187569679763,945.8011170670632,2564.5020683663647,2564.5020683663647,2193.628499345034,1210.2271071855425,2381.1863742165233,1246.2712640163045,1250.6171784936012
17,97.25201730990044,39.08364536145502,105.31276954158886,105.31276954158886,93.60758939589194,48.74329004195062,102.47997431193241,34.371768443552995,34.371768443552995
424,2442.00430727803,1091.3104669757136,2717.0798677676116,2717.0798677676116,2451.4273818314814,1458.8134238858822,2661.545729699333,1516.645553520459,1520.2432101383188
476,2903.2175141731414,1240.577590887256,3277.8205579478026,3277.8205579478026,2922.1102217394146,1686.3294263680132,3172.5086393526835,1751.2137022946981,1754.8523122918466
188,1107.4000098380743,473.1979971914468,1316.2525946491498,1316.2525946491498,1155.9806680861466,669.787847768036,1256.8712586276838,674.472184819105,675.990497050228
225,1343.1069146522211,590.5885144761766,1495.9133634880645,1495.9133634880645,1388.4548644247213,789.671989684079,1504.0883226870546,802.7954417117522,805.6038855569294
