tarefas,prioridade p,edf,sjf,fifo,rr,prioridade np,ug,vf mediana,vf media,vf media intervalo,vf min,vf max
317,1329.3511870824798,1511.491311337178,569.3192635240607,1563.879474681538,1245.264652546029,534.0742545561963,113.38067332600987,654.6511406179234,651.5532525507283,650.7143577830091,645.6182191000545,658.6825512544965
390,1646.8619969521205,988.9304487882505,750.7769906640077,244.11945779173746,1633.569858097629,171.29082460364776,847.9352752922242,859.3555136549703,848.718230860627,848.7433726241824,846.9077999546389,861.0455729801736
55,248.49771805990113,751.6266474063707,103.34365520175452,1422.753566020095,216.27683070871186,488.7658263331332,848.6042990379211,128.1139756154389,127.64441142299994,128.60441142299993,127.4539756154389,128.48441142299993
463,1816.2277846581783,973.5163152043834,723.892701749136,1542.9445630908208,1579.5637313626867,604.1888073615075,1194.5092612976089,822.5855406102663,817.0436035702306,815.205129692767,810.7287712784687,825.8528612882004
367,1453.543017605075,1058.9356645488024,570.8604897768172,1018.8163194946,1240.4575743735252,1507.8207572772567,1145.499045942262,650.4873835235343,647.7584708104084,647.9411558687991,643.2150180105768,657.0668814337124
336,1452.5538602032943,1649.2978445636556,636.7910510587664,1405.5733606173649,1379.477446914064,1716.2712786676861,1132.5298471768936,729.7981572526638,725.1735152964322,725.0042674813787,723.9861729492982,730.9784951202087
31,125.76798658471817,312.8719972921647,62.21678022147419,635.270434899919,125.67981153209108,1682.1870595561738,1686.2470989326687,82.87807054405488,82.70814421732241,82.34581247953876,82.1329092537323,82.92104744312886
488,2000.1891109866447,1050.9368789205123,888.8806269255036,918.3542348196504,1943.5913688367734,284.2537189532825,909.4202769924689,1014.1465469286793,1000.7557217119274,999.8578599786574,997.0590265541301,1014.0536472736441
244,1045.4482170233084,1247.4857239094802,462.5632156223062,1185.0598857932769,1025.3872795496359,620.2688264074834,1383.3585143009316,534.798733828628,530.5985955742003,532.0812645266465,530.6693242091412,534.645198117867
283,1147.4383958151282,1847.3355303795258,510.39116111140726,1567.9636134309408,1117.5262469099391,557.3978696399039,377.5874058631899,586.5857240924292,583.0564968797968,583.9412265620341,581.2483472938992,588.6525994468016
12,42.827074345210896,36.43878778161829,22.937847267078478,1093.9828800577786,44.66672021620824,935.2884883701182,1897.6085457152753,29.962847267078473,29.962847267078473,29.687847267078467,29.687847267078467,29.962847267078473
169,718.7693537995997,989.1695123213905,325.05907610075354,1725.287960461704,697.5351712248818,398.28234592654013,1742.9618959507113,377.4052853747459,375.9157226678125,375.715854428194,374.60283667671473,378.40114336291157
397,1740.667144347369,1197.0902150307743,706.2573075267751,213.958642384041,1537.6275762597072,990.2526302776937,218.57619811191063,809.4458274486699,804.1957348573203,802.5709470573908,799.0514707275909,813.4386192447691
169,738.0731951584393,798.9415185142036,344.6113894074622,1625.7197807246237,752.5771791748583,1654.5250033840534,710.335476115877,399.51652138633483,397.1476941269168,397.35215030047215,396.6092708503024,399.9772687736999
